kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
1.02,15.58,54.94,5.72,12.45,270.49,103.04,63.21,15.54,1.54,0,153.41,4.68,111.45,98.19,9
0.52,19.69,54.96,6.64,9.24,320.62,78.28,55.62,0,3.14,110.58,140.49,4.38,107.13,97.75,4
1.73,13.1,54.29,6.49,63.61,262.74,106.51,22.07,20.43,3.93,84.07,153.38,4.43,110.13,98.46,6
0.99,10.67,0,5.93,16.13,290.25,75.04,33.49,11.63,3.89,119.33,148.04,0,114.6,97.73,3
0.73,20.64,47.94,5.95,8.07,0,20.77,55.49,22.83,3.34,98.41,140.83,5.09,109.31,0,4
0,14.45,38.74,6.58,7.55,323.09,61.19,23.01,26.44,2.78,164.1,141.05,3.68,103.84,99.91,8
1.01,15.1,50.09,5.65,9.75,240.66,0,58.86,0,2.77,99.88,142.29,0,116.2,98.8,1
1.66,0,53.21,6.87,16.26,249.53,0,98.25,13.04,3.11,106.68,141.69,3.81,104.42,98.47,7
1.05,19.08,54.89,8.31,8.51,406.15,107.41,61.05,17.19,3.07,90.3,0,5.0,102.12,97.16,4
0.55,15.19,0,7.9,12.84,360.19,82.47,40.04,9.61,1.59,103.93,147.48,0,0,97.29,9
0.53,13.28,54.49,5.62,8.34,425.79,22.25,64.21,11.65,0,81.89,147.07,4.03,113.44,95.06,9
1.32,15.39,44.88,7.63,48.89,269.84,100.35,60.36,26.02,2.71,79.08,145.31,3.79,105.98,97.66,6
1.26,13.87,37.59,6.89,16.01,201.19,150.49,164.47,10.95,2.65,105.99,0,4.99,0,97.38,7
1.44,15.76,46.0,7.84,15.38,385.81,54.38,0,7.42,3.6,77.95,120.91,5.13,100.86,99.14,10
1.77,13.25,41.15,6.36,38.22,275.75,35.48,59.79,23.75,0,118.05,138.55,5.29,106.64,95.39,6
0,0,39.2,6.5,7.57,255.68,104.1,64.62,23.41,3.15,108.11,140.22,7.71,110.47,99.24,11
0.5,13.27,43.34,5.76,20.79,265.62,61.24,0,20.21,0,87.41,0,3.61,113.62,96.17,5
1.21,15.06,40.34,7.35,11.67,423.01,55.93,32.81,24.75,0,107.15,125.06,4.11,114.13,99.76,10
1.19,17.82,46.81,6.21,10.89,221.04,26.33,34.46,26.07,3.12,0,0,3.59,104.31,98.36,10
1.4,17.29,46.57,7.92,0,166.33,49.1,58.15,7.24,2.72,82.55,127.38,5.17,115.25,99.97,10
1.21,15.12,49.36,6.8,35.72,420.46,63.63,51.14,22.85,3.63,105.56,153.62,4.58,104.03,98.03,6
0,13.6,44.97,6.5,11.08,224.72,153.96,105.12,10.41,3.77,0,140.26,5.38,0,96.31,2
1.66,12.8,0,7.72,65.75,391.31,44.0,29.26,10.8,3.0,116.55,0,5.6,114.46,0,6
1.23,0,49.46,6.71,10.05,349.95,84.4,42.08,16.12,2.6,96.48,145.87,3.67,113.66,98.52,3
3.21,16.65,0,8.4,7.6,324.95,151.87,100.49,7.12,3.7,87.08,138.33,4.25,105.76,95.97,2
0,12.48,52.23,6.08,10.72,286.35,187.5,122.3,21.19,3.19,95.89,147.65,4.09,112.77,95.02,7
1.39,12.94,39.25,5.88,42.24,395.92,87.27,0,19.51,3.01,116.83,0,4.28,113.23,97.16,6
0.7,15.5,41.48,6.26,6.51,311.43,181.0,115.03,9.25,3.71,94.8,143.9,4.05,100.1,0,7
0.45,19.33,44.06,7.77,8.75,344.84,101.98,31.08,17.83,3.05,82.51,150.06,5.14,111.97,95.62,4
0,0,38.2,7.29,0,160.66,40.83,33.37,12.36,0,77.72,145.14,7.58,107.4,96.05,11
1.36,17.55,46.55,7.74,6.9,402.53,89.75,39.77,25.24,3.24,167.07,142.12,5.55,117.24,97.66,8
1.26,17.24,0,0,15.02,200.7,46.1,51.17,14.68,3.91,90.22,145.93,3.85,110.66,95.43,1
1.08,17.27,47.87,7.35,16.65,164.47,26.76,20.09,9.14,0.84,118.54,139.93,3.8,112.59,97.95,9
0.41,14.02,0,8.17,0,268.41,12.83,33.66,23.92,2.93,80.69,139.44,4.74,108.11,96.62,6
0.55,0,38.18,5.99,60.66,200.59,39.51,44.23,25.45,3.25,92.25,140.36,3.82,116.99,98.8,6
1.23,15.71,52.86,5.62,11.79,385.46,58.47,18.11,22.91,3.7,115.21,143.54,7.33,108.29,96.7,11
1.09,17.45,54.09,7.41,11.48,207.37,65.92,25.17,17.59,2.79,91.94,141.83,4.06,0,98.53,1
1.44,13.0,0,8.36,10.41,202.96,57.24,0,21.94,3.26,143.26,153.81,3.86,101.15,96.97,8
1.58,15.36,45.94,6.75,0,209.73,66.46,36.56,16.54,3.81,90.95,145.51,5.65,107.95,96.49,5
0.67,14.47,53.81,6.89,14.93,0,39.25,44.0,0,2.76,79.21,0,0,117.41,98.04,11
0,14.69,46.07,0,7.65,0,61.6,50.94,11.48,2.82,110.82,0,4.21,115.02,96.32,1
1.19,13.08,52.56,6.87,16.32,427.31,0,53.62,9.02,0.92,0,139.5,4.33,110.01,95.18,9
1.46,15.59,51.26,0,13.83,177.72,103.64,46.58,21.88,3.62,97.24,148.13,6.44,103.39,95.94,11
0,12.38,40.23,7.03,0,429.74,11.28,0,0,3.82,116.07,150.91,0,0,97.14,5
0.75,14.19,38.99,5.74,0,234.24,0,60.46,23.79,0.96,83.64,151.75,3.84,104.75,95.87,9
0,13.36,53.03,8.47,7.7,320.91,133.6,99.5,22.93,3.97,0,139.29,4.83,0,0,2
0.5,0,46.69,6.35,12.5,0,100.68,58.92,17.37,2.79,0,141.05,3.59,116.09,95.98,1
1.31,14.72,53.47,6.62,14.48,387.9,62.96,65.66,0,0.67,96.24,0,3.53,112.69,97.86,9
0.49,13.74,41.46,8.13,11.61,303.32,188.3,132.25,24.34,3.09,88.72,146.45,4.33,111.34,97.75,7
0.69,20.14,47.64,7.38,14.6,197.61,72.27,61.24,26.17,2.76,104.19,140.12,3.83,0,95.4,4
0.87,15.29,52.06,6.67,16.71,373.12,164.26,153.04,0,3.85,90.6,145.35,4.23,104.25,97.43,7
2.96,17.9,37.92,7.66,10.72,197.12,138.59,88.67,20.37,2.75,111.74,149.63,5.29,109.28,96.89,2
0.92,12.35,46.91,6.37,0,379.94,76.58,55.5,10.13,3.05,75.59,144.47,4.08,114.75,99.48,6
0,16.6,37.54,8.28,0,0,168.04,0,12.56,2.93,83.79,148.92,3.8,0,95.42,7
1.45,13.88,0,6.37,12.84,304.56,17.98,36.01,21.22,2.85,90.47,138.81,5.75,103.37,99.7,1
1.36,16.13,47.69,7.8,8.99,349.42,61.95,39.71,16.53,1.47,108.95,147.8,3.73,105.59,98.06,9
1.15,16.33,42.14,6.12,6.24,0,91.39,55.76,8.87,2.95,92.64,141.56,5.59,112.39,96.87,1
1.4,17.25,44.51,7.94,18.98,312.3,35.96,22.58,0,2.99,0,143.99,0,103.5,0,5
1.27,17.29,42.43,5.96,7.57,234.22,107.47,59.64,24.56,3.94,158.04,146.89,4.32,110.73,99.53,8
1.26,13.52,48.07,6.66,10.82,271.3,12.19,61.6,23.27,3.09,91.47,118.51,5.63,102.43,96.46,10
0,10.71,52.96,7.59,11.9,353.98,24.28,56.03,0,0,103.64,147.95,0,103.93,97.76,3
0.61,21.81,38.38,6.91,0,187.55,61.12,24.02,12.96,2.64,107.39,146.56,5.71,115.76,99.86,4
1.02,12.26,38.74,7.9,11.85,329.97,99.3,63.83,0,3.59,154.94,138.05,3.77,113.16,96.17,8
1.26,15.7,40.33,6.46,0,227.28,60.21,56.4,9.91,4.0,96.91,124.12,4.38,106.32,96.85,10
0.71,17.0,41.24,6.9,0,0,15.61,25.0,14.65,3.26,150.06,150.29,5.43,114.42,96.99,8
0.89,15.04,44.37,7.29,12.61,175.58,12.98,56.67,18.49,2.84,146.01,152.04,4.59,0,95.54,8
1.61,14.66,42.49,7.16,6.03,281.01,31.63,28.24,19.54,3.4,84.0,150.52,5.1,0,99.77,1
0.91,0,37.77,8.1,7.91,267.48,0,64.34,12.78,3.83,118.91,151.52,0,114.98,95.09,11
0.93,12.62,53.71,6.7,0,358.99,102.07,47.3,25.09,3.74,111.73,143.37,5.0,103.2,96.58,5
1.73,17.42,37.26,6.81,0,217.75,148.44,120.59,22.13,3.8,88.17,152.51,5.46,108.54,98.26,7
1.09,16.87,52.67,6.68,18.15,235.29,43.98,39.5,0,3.49,106.93,148.29,5.55,104.37,96.88,5
1.45,12.68,49.67,7.66,10.52,398.28,105.11,34.08,23.28,2.61,0,144.18,3.59,102.55,97.68,1
0,16.07,38.61,6.28,16.99,371.59,27.59,48.39,25.69,0.7,109.07,143.15,0,108.69,96.29,9
0.64,14.32,53.02,0,8.61,313.33,83.22,32.64,10.14,3.92,0,123.31,4.44,116.02,98.72,10
1.53,13.5,52.69,7.58,15.18,293.91,14.98,25.51,19.59,3.35,119.5,0,4.35,107.36,0,1
0.88,22.95,0,6.26,7.28,187.71,58.78,0,21.11,2.62,99.03,0,4.55,105.59,98.97,4
0.87,13.52,44.72,6.76,7.64,283.05,17.79,0,18.13,3.47,99.74,0,4.17,112.89,97.16,1
0.69,16.17,45.91,0,12.88,214.13,158.11,154.18,22.35,0,82.96,145.16,3.95,104.27,95.28,7
0.54,14.4,39.39,6.55,27.61,314.16,26.08,18.01,0,3.88,91.62,147.77,5.06,117.12,0,6
0.91,13.28,39.33,5.79,12.79,310.12,69.47,30.02,18.45,0,119.77,146.03,4.64,108.92,99.99,1
1.73,9.23,51.62,7.69,14.67,263.98,47.91,39.17,7.4,2.95,114.18,143.29,5.03,112.47,0,3
3.79,0,53.43,6.59,7.94,361.1,151.09,115.32,13.6,3.73,94.07,0,4.42,101.35,99.65,2
1.46,13.07,42.89,5.9,8.39,310.9,14.72,28.27,25.04,3.55,153.12,140.52,4.39,117.63,98.36,8
3.24,17.1,52.97,5.76,0,284.32,147.65,101.43,14.94,3.24,97.45,149.09,4.74,116.65,98.85,2
3.11,17.68,44.08,0,7.43,408.42,155.75,87.79,9.33,3.91,89.44,152.78,4.21,103.97,97.39,2
3.33,16.07,44.37,0,7.07,223.79,129.33,90.84,17.23,3.57,114.44,140.74,5.09,108.58,0,2
0.78,17.29,52.92,7.52,16.37,261.58,13.97,46.32,21.93,3.29,111.35,147.53,6.89,110.77,99.76,11
3.72,14.56,46.62,8.08,14.09,223.05,0,110.35,20.29,3.92,92.12,146.93,5.62,115.6,97.54,2
0.58,10.99,40.36,8.4,15.66,278.32,105.26,0,20.02,3.87,115.7,152.16,4.11,105.41,99.67,3
1.76,15.04,43.24,5.56,9.88,198.36,20.61,45.09,14.81,3.46,143.9,145.09,3.56,109.81,0,8
1.13,17.09,40.01,8.2,6.48,179.29,141.94,123.08,19.54,0,79.16,145.82,3.88,115.15,99.08,7
0,17.79,54.61,7.5,12.26,305.43,106.98,22.75,23.48,1.06,108.68,143.73,5.22,110.43,97.36,9
1.24,12.17,41.19,6.77,20.11,410.35,22.16,65.5,16.34,3.04,81.0,139.17,5.56,114.8,95.28,5
1.57,20.95,51.19,6.32,10.4,179.99,99.88,0,11.63,0,102.27,152.38,4.82,104.96,96.98,4
0.71,22.3,43.36,8.13,16.45,253.93,58.55,56.85,25.07,3.61,0,148.69,3.5,115.01,97.14,4
1.07,13.41,50.09,8.01,8.82,319.57,0,54.66,15.48,2.71,110.51,152.1,6.63,113.65,98.12,11
0,9.34,41.56,8.43,6.75,409.1,22.37,17.44,21.11,3.41,93.39,145.81,3.95,111.44,98.61,3
1.6,17.56,45.2,7.71,13.72,383.52,24.46,34.61,7.23,3.68,142.27,142.49,4.1,106.94,96.61,8
0,17.05,46.36,6.64,13.12,194.37,97.03,15.97,16.36,2.95,92.82,153.01,5.55,114.69,0,1
1.33,15.18,54.92,7.16,11.93,226.95,12.63,52.97,8.06,3.59,159.7,148.79,5.39,0,95.06,8
0.84,14.63,37.2,8.05,43.04,394.83,23.89,41.62,24.96,3.88,84.93,145.06,0,115.77,95.84,6
1.59,16.4,37.48,7.73,7.7,238.34,89.84,44.37,20.2,3.59,149.88,148.35,4.74,116.16,99.96,8
3.32,14.61,38.32,6.02,0,306.51,151.91,111.38,25.7,2.75,92.37,141.04,4.82,0,0,2
1.47,12.79,0,6.24,14.02,220.56,181.34,158.47,19.4,2.97,87.49,151.4,0,101.71,96.87,7
0.46,16.01,42.58,0,13.44,0,44.1,0,13.23,2.89,111.45,146.94,0,111.1,96.35,11
1.35,9.31,0,8.42,8.41,240.38,69.76,30.88,13.17,2.74,0,149.71,5.2,101.27,95.26,3
0.41,0,49.15,8.22,20.13,0,51.15,57.62,20.42,3.19,96.54,143.07,5.65,108.09,99.71,5
1.74,17.37,43.46,7.8,12.6,270.41,24.04,60.8,25.76,0,0,123.93,5.42,107.32,97.29,10
3.46,12.37,43.72,0,9.07,265.16,147.9,105.41,19.91,3.86,109.48,140.74,3.86,108.89,96.64,2
0.64,12.09,45.29,6.32,7.13,276.84,90.93,57.6,20.19,3.79,77.71,141.06,0,0,99.4,11
2.94,16.91,38.73,0,11.48,407.0,0,90.93,10.71,3.45,104.83,148.7,5.75,106.01,99.24,2
0.68,9.8,50.87,6.11,8.63,299.71,92.59,49.15,7.09,3.82,94.91,143.51,4.83,113.19,97.88,3
1.56,14.3,39.39,6.14,13.31,269.27,0,62.4,0,2.61,84.62,0,4.36,109.18,97.73,10
1.36,15.31,47.33,6.66,0,287.85,49.83,18.76,20.88,3.67,75.97,153.18,6.5,108.76,99.35,11
1.14,12.37,53.9,5.91,9.56,319.07,103.14,29.65,23.94,0.73,94.2,153.29,3.91,114.51,95.23,9
1.76,12.66,0,7.7,12.36,268.18,180.42,116.08,10.05,3.77,79.29,0,4.82,101.15,95.59,7
0.41,17.07,47.2,7.87,9.19,317.62,0,45.69,17.97,1.41,0,139.75,4.05,114.68,97.81,9
1.45,10.45,37.61,6.2,11.13,349.51,0,52.78,21.36,2.85,80.92,151.82,5.54,0,95.23,3
0,13.2,53.37,5.55,16.52,355.38,0,60.6,25.95,3.85,80.85,0,5.15,115.57,95.68,1
0.54,16.65,46.07,8.03,11.45,388.26,72.99,64.1,17.98,3.05,116.36,122.37,5.6,105.45,95.3,10
1.28,9.4,48.13,7.02,13.76,0,27.87,34.51,13.51,3.33,101.53,148.05,4.72,105.06,99.37,3
0.67,20.56,50.77,6.92,8.91,202.3,74.61,22.97,10.84,3.44,98.29,0,3.96,111.79,97.55,4
1.41,16.07,38.17,8.37,7.52,165.53,30.21,26.45,23.93,3.82,101.25,122.19,4.3,108.28,97.92,10
1.74,19.69,0,7.11,12.37,410.84,65.1,55.39,8.68,2.78,98.86,139.31,3.95,106.35,0,4
1.5,22.58,49.56,7.18,6.39,349.24,25.86,25.22,9.68,3.62,102.47,149.12,5.59,103.46,97.04,4
1.48,12.11,52.33,7.65,14.31,312.86,0,61.87,20.32,3.23,161.8,147.75,4.04,116.54,95.65,8
0.6,15.52,47.68,6.16,18.75,302.73,0,57.52,26.15,3.72,89.96,149.27,3.59,107.23,98.05,5
1.33,12.51,54.02,8.17,0,190.23,103.96,0,8.34,2.73,0,127.23,3.89,117.89,95.64,10
1.19,15.72,44.25,6.02,12.76,228.68,73.07,34.9,17.25,3.76,102.71,0,5.54,103.98,99.95,1
2.94,14.08,49.18,5.79,7.1,255.75,152.2,107.24,20.47,3.8,89.81,147.0,3.64,117.4,99.39,2
1.24,14.53,39.85,7.41,8.92,323.4,20.25,41.92,19.81,3.19,163.78,151.95,4.61,117.75,0,8
0.55,16.9,51.36,5.71,8.48,0,185.99,110.1,24.87,3.21,90.71,153.81,4.16,107.88,99.61,7
3.61,17.58,53.28,7.35,15.63,328.5,132.88,115.05,26.4,3.39,102.24,140.86,5.51,102.06,98.42,2
1.68,22.97,47.44,7.88,6.25,289.93,0,60.59,21.4,3.0,95.59,141.7,3.98,117.79,96.87,4
0.56,14.6,47.11,8.04,14.91,369.9,79.46,36.19,8.16,2.88,101.03,150.36,4.44,103.02,95.42,1
0.53,16.01,42.21,6.09,27.46,191.94,15.58,23.34,23.13,2.78,112.11,0,4.28,101.55,98.94,6
1.61,0,49.32,6.64,20.01,381.42,92.26,16.41,24.77,3.03,79.63,144.16,4.32,114.47,99.21,5
1.67,12.24,42.09,0,0,428.06,62.03,48.73,20.55,2.9,78.71,139.97,6.73,111.08,95.92,11
0,20.16,48.46,8.09,8.12,0,94.46,0,10.11,3.92,91.98,141.02,3.57,0,98.65,4
0.96,9.2,43.81,5.97,14.47,378.09,78.72,49.63,8.09,3.57,97.95,0,5.33,100.09,95.9,3
0.46,17.12,49.92,6.24,0,246.01,71.28,65.79,0,2.62,162.21,144.5,3.77,116.52,97.03,8
0.89,13.08,42.99,0,19.79,180.27,72.35,51.09,10.86,3.42,113.8,145.42,5.34,109.28,97.08,5
0,16.7,47.87,6.86,46.7,264.25,37.73,30.59,24.43,2.76,85.74,146.68,4.87,116.79,98.64,6
1.45,14.51,45.97,5.97,33.88,169.73,94.62,32.23,7.02,3.64,119.78,0,5.33,101.71,99.84,6
1.43,17.85,0,7.33,18.89,272.69,31.13,63.17,8.2,2.99,92.87,140.78,4.77,106.28,96.65,5
0.92,21.4,37.84,6.02,6.59,222.57,50.31,39.2,11.87,2.88,86.16,139.08,4.11,104.52,96.71,4
1.44,9.33,54.39,7.07,9.72,0,0,45.36,20.51,0,88.95,144.28,4.92,116.86,98.69,3
0,12.29,51.26,6.49,7.34,173.13,75.58,47.98,14.39,3.96,75.38,151.92,6.9,100.5,0,11
3.69,12.55,46.74,5.54,12.51,362.04,143.06,103.64,14.79,3.78,109.5,147.61,5.03,111.1,98.77,2
0.49,20.05,40.34,6.88,6.66,186.42,55.67,32.83,0,2.72,94.75,143.64,4.19,0,99.38,4
1.36,0,38.97,0,12.91,392.79,0,133.73,7.63,3.08,80.66,138.51,5.37,112.3,95.96,7
0,16.91,38.47,6.5,11.53,383.05,75.26,60.47,9.23,3.9,86.95,153.9,6.41,111.29,0,11
1.73,13.39,54.94,6.69,10.38,256.42,51.58,38.67,19.71,3.74,0,145.25,5.22,114.56,0,8
0,14.3,52.01,6.47,19.14,181.37,47.23,20.38,20.56,3.29,76.67,0,4.01,115.86,97.85,5
1.36,17.34,43.61,6.39,51.79,398.28,15.34,22.16,14.08,2.97,116.96,143.22,4.28,115.85,97.19,6
1.67,12.1,45.47,0,9.27,227.05,78.1,0,21.68,1.42,0,150.98,5.18,117.06,0,9
0.85,14.98,39.66,5.54,10.01,161.78,92.59,37.92,0,3.74,84.75,153.2,5.22,104.45,99.45,1
1.74,16.32,51.37,7.33,6.66,201.82,93.42,39.58,21.21,2.77,101.49,127.48,3.93,114.65,97.01,10
1.33,15.09,39.45,5.87,19.14,0,30.77,64.73,16.18,2.87,99.26,150.27,4.23,117.3,0,5
2.68,13.98,49.95,7.44,12.04,270.04,143.93,95.31,0,3.4,0,140.49,3.52,103.79,98.45,2
1.79,0,41.75,6.03,10.85,0,81.91,65.85,17.69,3.61,80.95,147.31,3.92,107.62,99.3,3
1.49,14.8,48.87,7.08,14.16,415.04,180.85,159.81,16.35,3.63,0,146.32,0,112.68,96.81,7
1.0,10.3,44.88,0,12.9,326.74,69.27,65.99,11.68,3.04,114.74,141.39,4.99,117.47,99.64,3
1.72,9.12,40.94,0,8.98,339.11,106.64,21.77,9.2,2.82,0,150.4,5.24,111.07,99.83,3
0.88,16.96,54.41,7.67,57.9,367.99,52.18,0,7.02,3.09,118.57,148.41,3.53,102.73,98.71,6
0.78,12.21,49.22,6.13,13.34,181.71,12.71,20.9,24.22,2.95,96.58,123.97,5.26,114.4,98.58,10
3.59,13.91,42.72,8.01,14.33,0,138.58,92.74,19.32,3.97,111.28,141.03,3.78,115.5,95.76,2
0,17.77,48.87,7.38,6.74,0,166.67,147.78,10.3,3.5,79.67,152.08,4.15,117.75,95.18,7
1.08,13.55,42.0,6.88,31.99,257.69,21.71,44.41,23.44,3.04,77.91,145.61,4.0,110.05,98.92,6
3.74,14.29,44.09,6.63,11.08,0,144.18,0,14.83,3.42,0,143.34,0,102.39,95.43,2
1.06,13.17,50.01,7.31,12.68,410.69,33.62,22.84,0,3.05,145.92,141.86,4.33,103.42,96.29,8
1.76,13.85,42.97,7.98,66.42,212.76,104.19,60.65,8.47,2.93,106.65,148.68,4.04,111.8,96.13,6
1.42,16.23,53.44,6.62,16.43,427.56,97.05,20.25,25.5,2.87,75.39,123.56,4.62,100.78,95.94,10
0.57,0,42.57,5.56,7.87,294.73,48.97,45.24,11.66,3.92,93.37,125.23,4.65,117.55,98.29,10
1.7,16.49,41.38,5.91,11.39,162.93,0,133.57,24.89,2.92,111.48,140.13,5.16,117.21,95.63,7
0.87,22.74,46.28,6.3,8.99,0,16.05,54.0,22.56,3.24,94.49,141.14,5.5,114.53,95.24,4
1.42,13.19,42.75,5.66,10.12,403.36,22.38,21.76,7.25,3.12,79.89,123.77,3.7,111.4,96.72,10
1.05,12.68,54.18,0,12.16,0,92.4,25.1,25.32,3.05,141.76,144.84,5.79,114.11,99.2,8
1.35,17.46,47.33,7.34,0,382.11,53.02,0,23.72,3.97,76.2,149.96,0,117.55,97.63,5
0,0,41.28,5.56,11.86,305.8,23.4,15.85,21.71,3.42,107.97,122.19,4.5,107.18,95.27,10
1.13,14.37,51.38,7.26,10.74,330.68,0,17.82,12.84,3.4,80.66,148.86,7.54,103.33,98.67,11
0,12.17,42.59,7.91,45.55,323.34,81.48,56.9,26.25,3.31,75.98,148.85,4.49,117.67,95.99,6
1.57,14.29,0,0,50.87,214.78,86.54,56.24,9.49,3.42,94.65,139.25,0,116.3,98.18,6
3.11,15.09,37.08,7.21,10.72,343.45,134.57,94.0,14.4,3.61,95.79,145.63,5.77,110.06,0,2
1.47,9.31,42.16,6.24,16.22,306.29,0,0,14.56,2.63,0,139.67,5.55,103.03,96.4,3
0,17.01,53.12,7.71,15.12,330.62,96.04,42.35,11.4,0,81.37,146.07,7.79,105.47,97.75,11
0.44,16.94,53.2,8.4,39.03,426.58,88.25,20.47,25.97,3.89,108.65,0,3.57,116.7,97.46,6
0.49,14.86,41.53,7.25,10.22,293.67,0,21.74,21.7,3.5,164.62,149.69,5.67,111.3,96.85,8
1.07,14.69,42.54,8.42,30.82,336.6,50.57,0,8.74,0,101.11,148.09,3.95,106.21,99.55,6
1.22,15.44,51.13,0,11.6,162.69,94.9,57.71,0,0.63,118.47,138.08,4.08,116.59,97.3,9
2.66,14.32,52.94,5.57,6.5,224.87,137.8,87.38,26.44,3.09,106.81,139.13,4.42,113.0,0,2
0.7,12.77,0,6.41,6.38,247.87,105.51,32.12,19.67,2.8,157.69,0,5.33,100.28,99.13,8
0,15.63,47.71,7.73,7.72,367.59,172.37,111.3,0,3.06,81.31,141.11,5.56,116.81,96.33,7
0.76,16.34,48.2,7.2,0,278.71,95.73,58.65,12.07,2.9,83.75,143.82,4.57,111.84,98.09,5
0.5,14.9,38.71,7.75,0,0,101.26,18.01,23.58,2.91,106.69,0,5.03,115.76,98.3,5
0.61,20.86,40.67,5.64,11.67,183.35,56.76,60.44,18.05,3.75,118.16,146.15,5.8,110.79,99.46,4
1.19,0,54.74,5.82,7.86,288.31,18.81,18.02,0,3.62,102.74,139.95,5.79,117.02,97.88,1
1.15,12.57,42.06,8.09,0,401.19,27.46,29.71,0,2.79,147.64,0,5.64,100.64,96.18,8
0.88,0,43.2,6.67,18.09,175.84,29.09,24.33,20.14,3.09,77.34,145.3,4.25,106.53,95.48,5
1.34,14.25,44.88,7.62,9.95,297.17,82.68,24.92,21.13,3.33,92.36,147.85,4.79,106.83,99.45,1
1.79,17.22,42.76,6.36,8.87,229.89,35.71,35.02,8.2,0,0,153.09,4.84,0,96.49,1
1.42,13.55,0,5.63,11.51,402.72,11.5,43.75,12.3,3.26,161.31,144.67,3.73,111.38,98.65,8
1.36,14.36,47.14,0,15.53,331.85,14.32,16.74,0,3.79,0,153.94,7.12,0,98.41,11
1.2,16.54,51.11,5.98,8.93,258.74,194.18,106.92,23.62,3.19,97.27,140.2,5.46,105.56,95.32,7
0.85,14.11,46.84,7.55,54.3,327.96,106.73,17.9,15.31,2.65,113.93,144.91,5.57,103.44,97.11,6
1.36,15.86,38.92,0,15.72,339.49,56.76,15.39,10.96,3.8,0,151.06,4.7,113.1,0,8
0,14.73,44.98,6.79,16.55,172.36,56.62,59.05,24.46,0.82,75.98,144.7,4.5,102.96,95.24,9
1.38,10.71,52.9,8.43,0,345.65,35.16,21.55,21.15,3.92,99.19,143.27,5.5,107.58,99.3,3
1.79,15.41,48.63,7.72,0,217.29,85.86,20.53,12.73,2.69,101.92,138.84,7.08,100.31,98.97,11
0.74,13.61,38.85,8.13,8.1,184.16,46.27,45.41,19.59,3.31,103.09,123.31,0,109.04,99.81,10
1.17,12.79,37.65,5.72,10.65,321.4,50.09,27.11,22.06,2.81,101.93,124.46,5.13,108.29,99.62,10
1.15,0,43.48,7.13,56.98,238.68,47.01,61.3,17.64,2.67,0,143.52,5.46,0,97.97,6
0.86,16.79,53.64,6.67,19.35,362.13,77.02,52.08,12.61,3.63,78.18,148.95,3.57,100.47,96.7,5
1.02,12.76,39.44,5.9,37.16,0,34.08,45.51,20.22,3.31,110.51,145.12,5.26,110.97,98.68,6
1.27,0,42.91,8.42,14.02,239.96,80.01,18.87,13.87,2.61,90.11,0,5.68,117.65,0,3
0.48,0,46.25,7.31,20.41,242.12,61.81,64.15,19.06,0,0,146.66,4.21,101.09,96.29,5
0.82,13.24,44.66,7.22,17.0,0,58.3,42.26,14.66,3.46,0,0,7.18,114.8,0,11
1.31,14.25,39.57,5.95,10.03,173.69,84.58,62.88,10.32,2.73,103.96,123.35,4.74,105.42,97.55,10
3.14,12.66,46.42,7.25,8.96,198.46,138.2,98.47,24.69,0,96.98,138.21,5.25,100.23,98.58,2
2.56,13.99,49.87,6.9,7.0,416.4,143.45,0,26.12,3.22,106.78,140.43,4.75,111.76,98.45,2
2.94,14.5,0,8.46,15.12,0,145.49,91.18,15.99,2.81,91.32,146.67,4.1,0,96.14,2
3.44,17.93,50.15,7.39,8.97,378.58,140.67,0,14.42,3.77,110.53,0,0,106.15,98.63,2
1.48,0,0,6.91,16.5,409.78,27.14,42.63,0,3.12,110.67,0,4.88,0,98.11,4
0.79,13.58,39.38,7.04,10.6,400.55,69.0,52.75,23.91,3.94,150.14,0,5.0,0,95.04,8
1.04,17.97,44.68,5.87,9.33,233.87,90.04,65.53,22.52,1.5,95.78,144.74,4.84,101.57,96.1,9
0.62,14.42,43.58,8.03,7.39,168.7,0,57.96,0,3.52,115.46,0,6.64,109.69,98.22,11
0,13.71,40.11,5.98,7.13,209.81,25.28,15.72,10.73,1.44,99.86,139.8,4.88,104.77,98.08,9
1.61,17.9,39.73,8.23,30.56,261.86,25.78,29.82,19.77,2.65,86.38,142.31,3.65,103.51,97.24,6
1.13,0,39.64,8.15,11.02,0,149.51,137.4,19.94,3.97,80.21,145.08,5.02,108.72,96.15,7
0,9.87,37.32,6.19,15.16,0,69.61,56.81,10.05,2.98,98.85,152.75,4.83,0,98.41,3
1.5,0,48.0,5.86,47.56,0,0,54.13,18.5,2.63,84.55,143.43,3.51,108.34,96.53,6
0.71,17.39,52.59,8.08,20.9,174.27,18.64,53.98,14.09,2.89,90.72,145.87,5.69,110.6,99.52,5
3.45,0,37.69,5.78,8.7,267.89,130.31,99.1,8.16,3.51,116.53,0,4.05,111.71,96.74,2
0.65,13.58,53.17,7.0,59.33,215.77,100.27,65.06,15.28,3.86,89.24,153.11,4.08,104.52,95.61,6
1.78,13.67,41.31,8.44,38.45,238.6,13.11,22.13,0,3.05,109.17,141.6,4.32,102.54,97.74,6
